Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
MFG/24-25/519853,2024-05-02 09:51:00,Export Sales (Apparel),Euro Fashion Brands,0.0,5266.12,Bill passing for export sales (apparel) against PO ref #2762,Spinning Unit,accts_manish
MFG/24-25/518137,2024-04-11 19:06:00,Raw Material - Grey Fabric,Balaji Job Workers Ltd,609.49,0.0,Bill passing for raw material - grey fabric against PO ref #9867,Dyeing & Wet Processing,accts_manish
MFG/24-25/DUP-800277,2024-05-28 12:25:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,176474.34,0.0,Purchase bill passed against invoice ref INV-SURAT-8138 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/515760,2024-06-18 19:45:00,Raw Material - Cotton Yarn,Global Freight Forwarders,2203.45,0.0,Bill passing for raw material - cotton yarn against PO ref #8187,Stitching Unit 1,sr_accountant_gupta
MFG/24-25/SPL-600683,2024-10-13 17:55:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,49707.93,0.0,Job work voucher below limit clearance - Batch #298,Stitching Unit 2,accts_manish
MFG/24-25/525432,2024-05-02 14:33:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,4141.46,Bill passing for finished goods domestic sales against PO ref #8362,Weaving Dept,accts_manish
MFG/24-25/525322,2024-04-22 09:34:00,Dyeing & Printing Charges,Apex Button & Zippers,105433.08,0.0,Bill passing for dyeing & printing charges against PO ref #8428,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/EST-703446,2024-07-06 15:38:00,Dyeing & Printing Charges,Royal Industrial Spares,77939.0,0.0,Estimated invoice booking ref #EST-77939,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/503555,2024-11-20 16:41:00,Packing & Trims Purchase,Shree Ganesh Embroidery,9624.82,0.0,Bill passing for packing & trims purchase against PO ref #9088,Export Division,accts_suresh
MFG/24-25/519243,2024-05-09 09:02:00,Raw Material - Cotton Yarn,Royal Industrial Spares,2798.22,0.0,Bill passing for raw material - cotton yarn against PO ref #8214,Finishing & Packaging,accts_manish
MFG/24-25/SPL-602702,2025-02-19 17:17:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,48110.88,0.0,Job work voucher below limit clearance - Batch #452,Stitching Unit 2,accts_manish
MFG/24-25/506855,2025-02-07 15:50:00,Boiler Fuel & Power Costs,Zenith Dyeing & Processing,22805.59,0.0,Bill passing for boiler fuel & power costs against PO ref #1563,Export Division,works_mgr_patel
MFG/24-25/506619,2025-03-22 16:56:00,Export Sales (Apparel),Overseas Buyer Corp (USA),0.0,24652.6,Bill passing for export sales (apparel) against PO ref #8112,Stitching Unit 2,finance_head
MFG/24-25/515940,2025-03-30 09:47:00,Finished Goods Domestic Sales,Trends Retail India,0.0,23019.17,Bill passing for finished goods domestic sales against PO ref #2831,Finishing & Packaging,finance_head
MFG/24-25/525869,2025-01-03 12:41:00,Machinery Repairs & Spares,K-Tex Processing Mills,49288.43,0.0,Bill passing for machinery repairs & spares against PO ref #4876,Export Division,accts_suresh
MFG/24-25/EST-702115,2024-12-09 16:16:00,Dyeing & Printing Charges,Royal Industrial Spares,797540.0,0.0,Estimated invoice booking ref #EST-79754,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/516490,2024-07-09 09:43:00,Direct Factory Wages,Vardhman Yarns & Threads,25399.54,0.0,Bill passing for direct factory wages against PO ref #8706,Weaving Dept,sr_accountant_gupta
MFG/24-25/520479,2025-01-20 10:18:00,Packing & Trims Purchase,Balaji Job Workers Ltd,11092.98,0.0,Bill passing for packing & trims purchase against PO ref #5161,Stitching Unit 2,works_mgr_patel
MFG/24-25/517917,2025-01-03 13:31:00,Raw Material - Grey Fabric,SuperTech Boiler Solutions,53062.6,0.0,Bill passing for raw material - grey fabric against PO ref #2948,Dyeing & Wet Processing,accts_manish
MFG/24-25/507037,2024-08-28 16:49:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,500.0,Bill passing for export sales (apparel) against PO ref #4076,Spinning Unit,accts_suresh
MFG/24-25/SPL-601859,2024-04-21 12:00:00,Direct Factory Wages,Om Sai Labour Contractors,49934.07,0.0,Job work voucher below limit clearance - Batch #715,Stitching Unit 2,accts_manish
MFG/24-25/502514,2025-01-15 11:06:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,13228.47,Bill passing for finished goods domestic sales against PO ref #9662,Dyeing & Wet Processing,accts_suresh
MFG/24-25/526223,2025-03-04 18:13:00,Raw Material - Cotton Yarn,Om Sai Labour Contractors,3678.17,0.0,Bill passing for raw material - cotton yarn against PO ref #9670,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/525049,2024-10-11 16:02:00,Finished Goods Domestic Sales,Overseas Buyer Corp (USA),0.0,18861.24,Bill passing for finished goods domestic sales against PO ref #6363,Finishing & Packaging,accts_suresh
MFG/24-25/518586,2024-09-10 12:33:00,Dyeing & Printing Charges,Modern Trims & Labels,3625.14,0.0,Bill passing for dyeing & printing charges against PO ref #9629,Dyeing & Wet Processing,accts_suresh
MFG/24-25/522901,2024-06-15 12:29:00,Direct Factory Wages,Vardhman Yarns & Threads,5528.93,0.0,Bill passing for direct factory wages against PO ref #5001,Spinning Unit,sr_accountant_gupta
MFG/24-25/505835,2024-04-13 19:57:00,Raw Material - Cotton Yarn,Zenith Dyeing & Processing,17271.28,0.0,Bill passing for raw material - cotton yarn against PO ref #9579,Weaving Dept,finance_head
MFG/24-25/507360,2024-06-26 19:46:00,Raw Material - Grey Fabric,Modern Trims & Labels,34739.92,0.0,Bill passing for raw material - grey fabric against PO ref #1892,Finishing & Packaging,accts_suresh
MFG/24-25/SPL-600618,2025-02-11 15:00:00,Embroidery & Job Work Charges,Shree Ganesh Embroidery,49058.84,0.0,Job work voucher below limit clearance - Batch #530,Stitching Unit 2,accts_manish
MFG/24-25/504867,2025-02-27 18:39:00,Raw Material - Grey Fabric,Apex Button & Zippers,4915.39,0.0,Bill passing for raw material - grey fabric against PO ref #6702,Dyeing & Wet Processing,finance_head
MFG/24-25/511132,2024-05-16 12:59:00,Embroidery & Job Work Charges,Modern Trims & Labels,542.67,0.0,Bill passing for embroidery & job work charges against PO ref #5553,Dyeing & Wet Processing,accts_manish
MFG/24-25/515674,2024-11-29 17:17:00,Raw Material - Grey Fabric,Royal Industrial Spares,24079.57,0.0,Bill passing for raw material - grey fabric against PO ref #7812,Weaving Dept,sr_accountant_gupta
MFG/24-25/525440,2025-01-21 11:34:00,Raw Material - Grey Fabric,Shree Ganesh Embroidery,27608.26,0.0,Bill passing for raw material - grey fabric against PO ref #3285,Dyeing & Wet Processing,accts_manish
MFG/24-25/518288,2024-10-28 17:57:00,Raw Material - Grey Fabric,Zenith Dyeing & Processing,2581.06,0.0,Bill passing for raw material - grey fabric against PO ref #4736,Stitching Unit 2,accts_manish
MFG/24-25/521575,2024-12-06 18:21:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,23328.56,Bill passing for finished goods domestic sales against PO ref #7445,Stitching Unit 1,sr_accountant_gupta
MFG/24-25/EST-700745,2025-03-13 16:10:00,Dyeing & Printing Charges,Zenith Dyeing & Processing,796470.0,0.0,Estimated invoice booking ref #EST-79647,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/SPL-601498,2024-06-26 18:34:00,Embroidery & Job Work Charges,Om Sai Labour Contractors,49121.9,0.0,Job work voucher below limit clearance - Batch #571,Stitching Unit 2,accts_manish
MFG/24-25/SPL-602356,2024-11-24 17:03:00,Embroidery & Job Work Charges,Shree Ganesh Embroidery,49193.69,0.0,Job work voucher below limit clearance - Batch #897,Stitching Unit 1,accts_manish
MFG/24-25/524788,2024-11-28 10:05:00,Raw Material - Grey Fabric,Royal Industrial Spares,34941.59,0.0,Bill passing for raw material - grey fabric against PO ref #4497,Dyeing & Wet Processing,sr_accountant_gupta
MFG/24-25/SPL-602097,2024-08-30 13:40:00,Sub-contracting Fabrication,Shree Ganesh Embroidery,48127.86,0.0,Job work voucher below limit clearance - Batch #328,Stitching Unit 1,accts_manish
MFG/24-25/501673,2025-02-20 12:26:00,Export Freight & Clearing,Shree Ganesh Embroidery,7414.95,0.0,Bill passing for export freight & clearing against PO ref #4528,Export Division,finance_head
MFG/24-25/SPL-600396,2024-10-22 13:25:00,Sub-contracting Fabrication,Apex Button & Zippers,48662.0,0.0,Job work voucher below limit clearance - Batch #935,Stitching Unit 1,accts_manish
MFG/24-25/516934,2024-11-09 18:14:00,Raw Material - Grey Fabric,Balaji Job Workers Ltd,71904.52,0.0,Bill passing for raw material - grey fabric against PO ref #6871,Weaving Dept,works_mgr_patel
MFG/24-25/507345,2025-02-17 16:20:00,Export Sales (Apparel),Lifestyle Garments Ltd,0.0,26657.54,Bill passing for export sales (apparel) against PO ref #7505,Weaving Dept,sr_accountant_gupta
MFG/24-25/504912,2024-12-09 11:07:00,Raw Material - Grey Fabric,Star Export Logistics,3732.49,0.0,Bill passing for raw material - grey fabric against PO ref #6262,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/EST-701663,2024-11-05 18:56:00,Machinery Repairs & Spares,Royal Industrial Spares,988310.0,0.0,Estimated invoice booking ref #EST-98831,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/EST-701325,2024-12-11 11:30:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),94082.0,0.0,Estimated invoice booking ref #EST-94082,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/517016,2024-05-12 16:47:00,Finished Goods Domestic Sales,Lifestyle Garments Ltd,0.0,2661.31,Bill passing for finished goods domestic sales against PO ref #3902,Spinning Unit,finance_head
MFG/24-25/524595,2025-01-17 19:35:00,Raw Material - Cotton Yarn,Royal Industrial Spares,34559.44,0.0,Bill passing for raw material - cotton yarn against PO ref #3394,Dyeing & Wet Processing,finance_head
MFG/24-25/517444,2024-05-20 11:20:00,Raw Material - Grey Fabric,Global Freight Forwarders,6333.85,0.0,Bill passing for raw material - grey fabric against PO ref #2176,Export Division,accts_suresh
MFG/24-25/EST-701857,2025-02-01 15:14:00,Machinery Repairs & Spares,Royal Industrial Spares,84818.0,0.0,Estimated invoice booking ref #EST-84818,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/502244,2025-01-17 09:06:00,Export Sales (Apparel),Trends Retail India,0.0,5502.33,Bill passing for export sales (apparel) against PO ref #3448,Stitching Unit 1,works_mgr_patel
MFG/24-25/515730,2025-03-21 11:38:00,Raw Material - Cotton Yarn,Star Export Logistics,4303.01,0.0,Bill passing for raw material - cotton yarn against PO ref #1849,Dyeing & Wet Processing,sr_accountant_gupta
MFG/24-25/500326,2024-11-13 16:50:00,Export Sales (Apparel),Euro Fashion Brands,0.0,1541.71,Bill passing for export sales (apparel) against PO ref #2818,Spinning Unit,works_mgr_patel
MFG/24-25/EST-702838,2024-07-20 15:07:00,Machinery Repairs & Spares,Sub-contractor X (Unverified),860040.0,0.0,Estimated invoice booking ref #EST-86004,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/517486,2024-08-20 16:49:00,Finished Goods Domestic Sales,Trends Retail India,0.0,20152.51,Bill passing for finished goods domestic sales against PO ref #5946,Weaving Dept,accts_manish
MFG/24-25/SPL-603733,2024-08-08 11:02:00,Embroidery & Job Work Charges,Balaji Job Workers Ltd,48501.07,0.0,Job work voucher below limit clearance - Batch #416,Stitching Unit 2,accts_manish
MFG/24-25/515477,2024-07-03 09:13:00,Raw Material - Grey Fabric,Global Freight Forwarders,5323.34,0.0,Bill passing for raw material - grey fabric against PO ref #8142,Stitching Unit 2,accts_manish
MFG/24-25/517995,2024-08-06 17:35:00,Raw Material - Cotton Yarn,SuperTech Boiler Solutions,12256.03,0.0,Bill passing for raw material - cotton yarn against PO ref #8925,Stitching Unit 2,accts_manish
MFG/24-25/516871,2025-02-09 13:53:00,Boiler Fuel & Power Costs,Zenith Dyeing & Processing,3238.08,0.0,Bill passing for boiler fuel & power costs against PO ref #1056,Stitching Unit 2,accts_suresh
MFG/24-25/507951,2024-04-13 14:25:00,Finished Goods Domestic Sales,Overseas Buyer Corp (USA),0.0,6307.54,Bill passing for finished goods domestic sales against PO ref #5174,Export Division,works_mgr_patel
MFG/24-25/508517,2025-02-06 16:18:00,Raw Material - Grey Fabric,K-Tex Processing Mills,13193.24,0.0,Bill passing for raw material - grey fabric against PO ref #4579,Spinning Unit,finance_head
MFG/24-25/526179,2025-03-03 11:07:00,Direct Factory Wages,Balaji Job Workers Ltd,1354.04,0.0,Bill passing for direct factory wages against PO ref #6775,Stitching Unit 2,finance_head
MFG/24-25/521542,2024-12-23 15:32:00,Embroidery & Job Work Charges,Om Sai Labour Contractors,62687.49,0.0,Bill passing for embroidery & job work charges against PO ref #3546,Weaving Dept,accts_suresh
MFG/24-25/EST-701967,2024-09-17 18:51:00,Machinery Repairs & Spares,Royal Industrial Spares,949150.0,0.0,Estimated invoice booking ref #EST-94915,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/505174,2024-08-09 17:15:00,Dyeing & Printing Charges,Surat Textiles Hub Pvt Ltd,7351.15,0.0,Bill passing for dyeing & printing charges against PO ref #5584,Finishing & Packaging,accts_manish
MFG/24-25/524175,2024-08-30 11:34:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,22808.59,0.0,Bill passing for sub-contracting fabrication against PO ref #1697,Spinning Unit,sr_accountant_gupta
MFG/24-25/509524,2024-07-31 19:57:00,Raw Material - Cotton Yarn,K-Tex Processing Mills,1777.95,0.0,Bill passing for raw material - cotton yarn against PO ref #7739,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/EST-701847,2024-06-20 12:32:00,Machinery Repairs & Spares,Royal Industrial Spares,87968.0,0.0,Estimated invoice booking ref #EST-87968,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/EST-701111,2024-12-23 11:50:00,Dyeing & Printing Charges,Sub-contractor X (Unverified),79635.0,0.0,Estimated invoice booking ref #EST-79635,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/518276,2024-12-21 18:54:00,Sample Development Expenses,Zenith Dyeing & Processing,1493.53,0.0,Bill passing for sample development expenses against PO ref #8054,Finishing & Packaging,accts_manish
MFG/24-25/520778,2024-06-23 16:29:00,Packing & Trims Purchase,K-Tex Processing Mills,201036.84,0.0,Bill passing for packing & trims purchase against PO ref #8901,Stitching Unit 2,finance_head
MFG/24-25/504269,2024-09-08 17:10:00,Finished Goods Domestic Sales,Overseas Buyer Corp (USA),0.0,28247.61,Bill passing for finished goods domestic sales against PO ref #8699,Finishing & Packaging,accts_suresh
MFG/24-25/504952,2024-12-25 13:09:00,Sub-contracting Fabrication,SuperTech Boiler Solutions,145556.11,0.0,Bill passing for sub-contracting fabrication against PO ref #4876,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/524353,2025-03-13 15:07:00,Finished Goods Domestic Sales,Euro Fashion Brands,0.0,22152.23,Bill passing for finished goods domestic sales against PO ref #4961,Dyeing & Wet Processing,sr_accountant_gupta
MFG/24-25/EST-700056,2024-08-25 16:54:00,Machinery Repairs & Spares,Zenith Dyeing & Processing,839190.0,0.0,Estimated invoice booking ref #EST-83919,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/504698,2024-07-01 18:40:00,Raw Material - Grey Fabric,Royal Industrial Spares,11856.01,0.0,Bill passing for raw material - grey fabric against PO ref #3329,Stitching Unit 2,works_mgr_patel
MFG/24-25/501415,2024-09-14 14:25:00,Raw Material - Cotton Yarn,Om Sai Labour Contractors,12033.86,0.0,Bill passing for raw material - cotton yarn against PO ref #7762,Dyeing & Wet Processing,works_mgr_patel
MFG/24-25/508989,2024-05-01 09:19:00,Raw Material - Grey Fabric,K-Tex Processing Mills,1412.0,0.0,Bill passing for raw material - grey fabric against PO ref #9376,Spinning Unit,works_mgr_patel
MFG/24-25/SPL-600185,2025-03-28 18:04:00,Direct Factory Wages,Shree Ganesh Embroidery,48279.43,0.0,Job work voucher below limit clearance - Batch #576,Stitching Unit 1,accts_manish
MFG/24-25/SPL-603440,2024-06-21 16:01:00,Sub-contracting Fabrication,Balaji Job Workers Ltd,48989.24,0.0,Job work voucher below limit clearance - Batch #398,Stitching Unit 1,accts_manish
MFG/24-25/512074,2025-01-31 11:24:00,Export Sales (Apparel),Trends Retail India,0.0,164186.13,Bill passing for export sales (apparel) against PO ref #1464,Weaving Dept,accts_manish
MFG/24-25/505361,2024-12-07 10:29:00,Export Sales (Apparel),Euro Fashion Brands,0.0,25846.75,Bill passing for export sales (apparel) against PO ref #7246,Finishing & Packaging,works_mgr_patel
MFG/24-25/506459,2024-06-15 12:29:00,Boiler Fuel & Power Costs,Star Export Logistics,12592.53,0.0,Bill passing for boiler fuel & power costs against PO ref #2767,Spinning Unit,accts_manish
MFG/24-25/DUP-801549,2024-12-12 11:57:00,Raw Material - Grey Fabric,Surat Textiles Hub Pvt Ltd,440972.58,0.0,Purchase bill passed against invoice ref INV-SURAT-8774 (duplicate entry),Weaving Dept,accts_suresh
MFG/24-25/521525,2024-07-29 13:21:00,Dyeing & Printing Charges,Om Sai Labour Contractors,595967.39,0.0,Bill passing for dyeing & printing charges against PO ref #2830,Stitching Unit 2,sr_accountant_gupta
MFG/24-25/515697,2025-01-23 09:40:00,Dyeing & Printing Charges,Shree Ganesh Embroidery,32539.17,0.0,Bill passing for dyeing & printing charges against PO ref #3031,Stitching Unit 2,accts_manish
MFG/24-25/502720,2024-10-25 15:30:00,Embroidery & Job Work Charges,Vardhman Yarns & Threads,117741.43,0.0,Bill passing for embroidery & job work charges against PO ref #6148,Stitching Unit 2,finance_head
MFG/24-25/500906,2024-12-09 17:30:00,Raw Material - Cotton Yarn,K-Tex Processing Mills,20236.11,0.0,Bill passing for raw material - cotton yarn against PO ref #3606,Dyeing & Wet Processing,accts_manish
MFG/24-25/510764,2024-05-15 09:31:00,Boiler Fuel & Power Costs,Surat Textiles Hub Pvt Ltd,191923.7,0.0,Bill passing for boiler fuel & power costs against PO ref #5386,Finishing & Packaging,finance_head
